bmrb_id,pdb_id,ets_score,author_score,nmr_score,blast_score,ligand_score,overall_score
39,1m0g,,9,,9,9,9
39,1m0j,,9,,9,9,9
39,1aqs,,9,,9,9,9
39,1fmy,,9,,9,,9
39,1aqr,,9,,9,9,9
39,1aqq,,9,,9,9,9
39,1aoo,,9,,9,9,9
39,1j5l,,9,,9,9,9
39,2bbi,,9,,9,,9
39,1bbi,,9,,9,,9
39,1vfi,,9,,9,,9
39,1t2y,,9,,9,,9
39,1qjl,,2,,9,9,9
39,1dmd,,9,,9,9,9
39,1dmc,,9,,9,9,9
39,1dl0,,9,,9,,9
39,1hx2,,9,,9,,9
40,1myf,,1,,0,9,9
41,1tv0,,9,,9,,9
42,1tus,,2,,0,,2
42,1tur,,1,,0,,1
42,1omu,,1,,0,,1
42,1omt,,1,,0,,1
42,1m8c,,2,,9,,9
42,1m8b,,2,,9,,9
42,1iy5,,9,,9,,9
42,1iy6,,9,,9,,9
42,2bus,,9,,9,,9
42,1bus,,9,,9,,9
42,1y1b,,9,,9,,9
42,1y1c,,9,,9,,9
42,1pce,,9,,9,,9
42,1uvg,,9,,9,,9
42,1uvf,,9,,9,,9
42,1h0z,,9,,9,,9
42,1kma,,9,,9,,9
44,1tus,,1,,0,,1
44,1tur,,1,,0,,1
44,1omu,,1,,0,,1
44,1omt,,1,,0,,1
44,1m8c,,1,,9,,9
44,1m8b,,1,,9,,9
44,1iy5,,9,,9,,9
44,1iy6,,9,,9,,9
45,1pit,,1,,0,,1
45,1oa6,,9,,0,,9
45,1oa5,,9,,0,,9
45,1jv9,,9,,9,,9
45,1jv8,,9,,9,,9
45,1ld5,,9,,9,,9
45,1uua,,9,,0,,9
45,1uub,,9,,9,,9
45,1ld6,,9,,9,,9
45,1jc6,,9,,9,,9
45,1adz,,9,,9,,9
45,1irh,,9,,9,,9
45,1dtk,,1,,9,,9
45,1shp,,1,,9,,9
45,1k09,,9,,9,9,9
45,1den,,9,,9,,9
45,1dem,,9,,9,,9
45,1kun,,9,,9,,9
45,1bf0,,9,,9,,9
45,2ca7,,9,,9,,9
45,1yl2,,9,,9,,9
46,1pit,,9,,0,,9
46,1oa6,,9,,0,,9
46,1oa5,,9,,0,,9
46,1jv9,,9,,9,,9
46,1jv8,,9,,9,,9
46,1ld5,,9,,9,,9
46,1uua,,9,,0,,9
46,1uub,,9,,9,,9
46,1ld6,,9,,9,,9
46,1jc6,,9,,9,,9
46,1adz,,9,,9,,9
46,1irh,,9,,9,,9
46,1dtk,,9,,9,,9
46,1shp,,9,,9,,9
46,1k09,,9,,9,9,9
46,1den,,9,,9,,9
46,1dem,,9,,9,,9
46,1kun,,9,,9,,9
46,1bf0,,9,,9,,9
46,2ca7,,9,,9,,9
46,1yl2,,9,,9,,9
48,1pit,,2,,0,,2
48,1oa6,,9,,0,,9
48,1oa5,,9,,0,,9
48,1jv9,,9,,9,,9
48,1jv8,,9,,9,,9
48,1ld5,,9,,9,,9
48,1uua,,9,,0,,9
48,1uub,,9,,9,,9
48,1ld6,,9,,9,,9
48,1jc6,,9,,9,,9
48,1adz,,9,,9,,9
48,1irh,,9,,9,,9
48,1dtk,,2,,9,,9
48,1shp,,2,,9,,9
48,1k09,,9,,9,9,9
48,1den,,9,,9,,9
48,1dem,,9,,9,,9
48,1kun,,9,,9,,9
48,1bf0,,9,,9,,9
48,2ca7,,9,,9,,9
48,1yl2,,9,,9,,9
49,1pit,,2,,0,,2
49,1oa6,,9,,0,,9
49,1oa5,,9,,0,,9
49,1jv9,,9,,9,,9
49,1jv8,,9,,9,,9
49,1ld5,,9,,9,,9
49,1uua,,9,,0,,9
49,1uub,,9,,9,,9
49,1ld6,,9,,9,,9
49,1jc6,,9,,9,,9
49,1adz,,9,,9,,9
49,1irh,,9,,9,,9
49,1dtk,,2,,9,,9
49,1shp,,2,,9,,9
49,1k09,,9,,9,9,9
49,1den,,9,,9,,9
49,1dem,,9,,9,,9
49,1kun,,9,,9,,9
49,1bf0,,9,,9,,9
49,2ca7,,9,,9,,9
49,1yl2,,9,,9,,9
53,2bus,,2,,0,,5
53,1bus,,2,,0,,2
53,1iy5,,9,,9,,9
53,1tus,,9,,9,,9
53,1tur,,9,,9,,9
53,1omu,,9,,9,,9
53,1omt,,9,,9,,9
53,1m8c,,9,,9,,9
53,1m8b,,9,,9,,9
53,1iy6,,9,,9,,9
53,1y1b,,9,,9,,9
53,1y1c,,9,,9,,9
53,1uvg,,9,,9,,9
53,1uvf,,9,,9,,9
53,1h0z,,9,,9,,9
53,1pce,,9,,9,,9
53,1uuc,,9,,9,,9
53,1kma,,9,,9,,9
53,1hdl,,9,,9,,9
55,1ed0,,9,,9,,9
55,1jmn,,9,,9,,9
55,1orl,,9,,9,,9
55,1jmp,,9,,9,,9
55,1nbl,,9,,9,,9
55,1ccn,,9,,9,,9
55,1ccm,,9,,9,,9
55,1cxr,,9,,9,,9
60,4ait,,1,,0,,4
60,3ait,,1,,0,,4
60,2ait,,1,,0,,3
62,1xob,,9,,9,,9
62,1xoa,,9,,9,,9
62,1m7t,,9,,9,,9
62,1gl8,,9,,9,,9
62,1rqm,,9,,9,,9
62,1dby,,9,,9,,9
62,1quw,,9,,9,,9
62,1x5d,,9,,9,,9
62,1tof,,9,,9,,9
62,1wmj,,9,,9,,9
62,1ti3,,9,,9,,9
62,1mek,,9,,9,,9
62,1xfl,,9,,9,,9
62,1trw,,9,,9,,9
62,1trv,,9,,9,,9
62,1tru,,9,,9,,9
62,1trs,,9,,9,,9
62,4trx,,9,,9,,9
62,3trx,,9,,9,,9
62,1mdk,,9,,9,,9
62,1mdj,,9,,9,,9
62,1mdi,,9,,9,,9
62,1cqh,,9,,9,,9
62,1cqg,,9,,9,,9
62,1xtx,,9,,9,,9
62,1x5c,,9,,9,,9
62,1fo5,,9,,9,,9
62,1x5e,,9,,9,,9
62,1nho,,9,,9,,9
62,2b5y,,9,,9,,9
62,2b5x,,9,,9,,9
62,1okd,,9,,9,,9
63,2sh1,,9,,9,,9
63,1shi,,9,,9,,9
63,1sh1,,9,,9,,9
63,1ahl,,9,,9,,9
63,1apf,,9,,9,,9
63,1atx,,9,,9,,9
64,1mvz,,9,,9,,9
64,2bbi,,9,,9,,9
64,1bbi,,9,,9,,9
64,2bi6,,9,,9,,9
64,1bi6,,9,,9,,9
64,1eit,,9,,9,,9
65,1dtk,,2,,9,,9
65,1jc6,,9,,9,,9
65,1bf0,,9,,9,,9
65,1den,,9,,9,,9
65,1dem,,9,,9,,9
65,1adz,,9,,9,,9
65,1uub,,9,,9,,9
65,1uua,,9,,9,,9
65,1pit,,2,,9,,9
65,1oa6,,9,,9,,9
65,1oa5,,9,,9,,9
65,1shp,,2,,9,,9
65,1irh,,9,,9,,9
65,1jv9,,9,,9,,9
65,1jv8,,9,,9,,9
65,1ld5,,9,,9,,9
65,1kun,,9,,9,,9
65,1ld6,,9,,9,,9
65,2ca7,,9,,9,,9
65,1yl2,,9,,9,,9
65,1k09,,9,,9,9,9
66,1dtk,,2,,0,,2
66,1bf0,,9,,9,,9
66,1den,,9,,9,,9
66,1dem,,9,,9,,9
66,1jc6,,9,,9,,9
66,1shp,,2,,9,,9
66,1uua,,9,,9,,9
66,1pit,,2,,9,,9
66,1oa6,,9,,9,,9
66,1oa5,,9,,9,,9
66,1uub,,9,,9,,9
66,1kun,,9,,9,,9
66,1irh,,9,,9,,9
66,1ld5,,9,,9,,9
66,1jv9,,9,,9,,9
66,1jv8,,9,,9,,9
66,2ca7,,9,,9,,9
66,1yl2,,9,,9,,9
66,1adz,,9,,9,,9
66,1ld6,,9,,9,,9
68,2bgf,,9,,0,,9
68,1yx6,,9,,0,,9
68,1yx5,,9,,0,,9
68,1xqq,,9,,0,,9
68,1v81,,9,,0,,9
68,1v80,,9,,0,,9
68,1q5w,,9,,0,9,9
68,1g6j,,9,,0,,9
68,1fxt,,9,,0,,9
68,1d3z,,9,,0,,9
68,1wr1,,9,,9,,9
68,1q0w,,9,,9,,9
68,1otr,,9,,9,,9
68,1ud7,,9,,9,,9
68,1c3t,,9,,9,,9
68,1gjz,,9,,9,,9
68,1uel,,9,,9,,9
68,1p1a,,9,,9,,9
68,1mg8,,9,,9,,9
68,1wh3,,9,,9,,9
68,1iyf,,9,,9,,9
68,1wy8,,9,,9,,9
68,1wx9,,9,,9,,9
68,1qze,,9,,9,,9
68,1oqy,,9,,9,,9
68,1zkh,,9,,9,,9
68,1p9d,,2,,9,,9
68,1p98,,2,,9,,9
68,1we7,,9,,9,,9
68,1ttn,,9,,9,,9
68,1wx7,,9,,9,,9
68,1j8c,,9,,9,,9
68,1x1m,,9,,9,,9
68,1we6,,9,,9,,9
68,2asq,,9,,9,,9
68,1a5r,,9,,9,,9
68,1wgd,,9,,9,,9
68,1wx8,,9,,9,,9
68,1m94,,9,,9,,9
68,1v5o,,9,,9,,9
68,1wxv,,9,,9,,9
68,1se9,,9,,9,,9
76,1iy4,,9,,9,,9
76,1iy3,,9,,9,,9
76,1ivm,,9,,9,,9
79,2pcf,,9,,0,9,9
79,1ylb,,9,,0,9,9
79,9pcy,,9,,9,9,9
79,1tkw,,9,,9,9,9
79,1plb,,1,,9,9,9
79,1pla,,1,,9,9,9
79,1jxf,,9,,9,9,9
79,1jxd,,9,,9,9,9
79,1j5d,,9,,9,9,9
79,1j5c,,9,,9,9,9
79,1m9w,,9,,9,,9
79,2b3i,,9,,9,9,9
79,1b3i,,9,,9,9,9
79,1tu2,,9,,9,9,9
79,1nin,,9,,9,9,9
79,1fa4,,9,,9,9,9
80,1atx,,2,,0,,2
80,1ahl,,9,,9,,9
80,1apf,,9,,9,,9
80,2sh1,,9,,9,,9
80,1shi,,9,,9,,9
80,1sh1,,9,,9,,9
88,1cxo,,9,,9,,9
88,1cxn,,9,,9,,9
88,2ccx,,2,,9,,9
88,2crt,,9,,9,,9
88,2crs,,9,,9,,9
88,1i02,,9,,9,,9
88,1chv,,9,,9,,9
88,1ffj,,9,,9,,9
88,1ccq,,9,,9,,9
88,1cb9,,9,,9,,9
88,1rl5,,9,,9,,9
88,1crf,,9,,9,,9
88,1cre,,9,,9,,9
88,1kbt,,9,,9,,9
88,1kbs,,9,,9,,9
88,2cdx,,9,,9,,9
88,1cvo,,9,,9,,9
88,1mr6,,9,,9,,9
88,1jgk,,9,,9,,9
88,1nea,,9,,9,,9
88,1vyc,,9,,9,,9
88,2btx,,9,,9,,9
88,1rgj,,9,,9,,9
88,1ljz,,9,,9,,9
88,1l4w,,9,,9,,9
88,1kl8,,9,,9,,9
88,1kfh,,9,,9,,9
88,1kc4,,9,,9,,9
88,1jbd,,9,,9,,9
88,1ikc,,9,,9,,9
88,1ik8,,9,,9,,9
88,1idl,,9,,9,,9
88,1idi,,9,,9,,9
88,1idh,,9,,9,,9
88,1idg,,9,,9,,9
88,1hoy,,9,,9,,9
88,1haj,,9,,9,,9
88,1haa,,9,,9,,9
88,1bxp,,9,,9,,9
88,1abt,,9,,9,,9
88,1txb,,9,,9,,9
88,1txa,,9,,9,,9
88,1w6b,,9,,9,,9
88,1nor,,9,,9,,9
88,1lsi,,9,,9,,9
88,1g6m,,9,,9,,9
88,1je9,,9,,9,,9
88,2nbt,,9,,9,,9
88,1coe,,9,,9,,9
88,1cod,,9,,9,,9
88,1tfs,,9,,9,,9
88,1ntx,,2,,9,,9
88,1fra,,9,,9,,9
88,1era,,9,,9,,9
88,1lxh,,9,,9,,9
88,1lxg,,9,,9,,9
88,1drs,,9,,9,,9
90,1ccn,,9,,0,,9
90,1ccm,,9,,0,,9
90,1cxr,,9,,9,,9
90,1ed0,,9,,9,,9
90,1jmp,,9,,9,,9
90,1jmn,,9,,9,,9
90,1orl,,9,,9,,9
90,1nbl,,9,,9,,9
94,3egf,,9,,0,,9
94,1epj,,9,,0,,9
94,1epi,,9,,0,,9
94,1eph,,9,,0,,9
94,1epg,,9,,0,,9
94,1egf,,9,,0,,9
94,1gk5,,9,,9,,9
94,1a3p,,9,,9,9,9
94,1p9j,,9,,9,,9
94,1k37,,9,,9,,9
94,1k36,,9,,9,,9
94,4tgf,,9,,9,,9
94,3tgf,,9,,9,,9
94,2tgf,,9,,9,,9
94,1yug,,9,,9,,9
94,1yuf,,9,,9,,9
94,1ip0,,9,,9,,9
94,1iox,,9,,9,,9
94,1hrf,,9,,9,,9
94,1hre,,9,,9,,9
94,1haf,,9,,9,,9
94,1hae,,9,,9,,9
94,1ixa,,9,,9,,9
94,1toz,,9,,9,,9
94,1tpg,,9,,9,,9
94,1whf,,9,,9,9,9
94,1whe,,9,,9,9,9
94,1ffm,,9,,9,9,9
94,1ff7,,9,,9,9,9
94,1f7m,,9,,9,,9
94,1f7e,,9,,9,,9
94,1ccf,,9,,9,9,9
94,1bf9,,9,,9,,9
94,1apo,,9,,9,9,9
94,1fsb,,9,,9,,9
94,1urk,,9,,9,9,9
95,3egf,,9,,0,,9
95,1epj,,9,,0,,9
95,1epi,,9,,0,,9
95,1eph,,9,,0,,9
95,1epg,,9,,0,,9
95,1egf,,9,,0,,9
95,1gk5,,9,,9,,9
95,1a3p,,9,,9,9,9
95,1p9j,,9,,9,,9
95,1k37,,9,,9,,9
95,1k36,,9,,9,,9
95,4tgf,,9,,9,,9
95,3tgf,,9,,9,,9
95,2tgf,,9,,9,,9
95,1yug,,9,,9,,9
95,1yuf,,9,,9,,9
95,1ip0,,9,,9,,9
95,1iox,,9,,9,,9
95,1hrf,,9,,9,,9
95,1hre,,9,,9,,9
95,1haf,,9,,9,,9
95,1hae,,9,,9,,9
95,1ixa,,9,,9,,9
95,1toz,,9,,9,,9
95,1tpg,,9,,9,,9
95,1whf,,9,,9,9,9
95,1whe,,9,,9,9,9
95,1ffm,,9,,9,9,9
95,1ff7,,9,,9,9,9
95,1f7m,,9,,9,,9
95,1f7e,,9,,9,,9
95,1ccf,,9,,9,9,9
95,1bf9,,9,,9,,9
95,1apo,,9,,9,9,9
95,1fsb,,9,,9,,9
95,1urk,,9,,9,9,9
96,1osl,,2,,0,,9
96,1lqc,,2,,0,,9
96,1lcd,,2,,0,9,9
96,1lcc,,2,,0,9,9
96,1l1m,,2,,0,,9
96,1cjg,,2,,0,,9
96,2bjc,,2,,9,,9
96,1prv,,9,,9,,9
96,1pru,,9,,9,,9
96,1uxd,,9,,9,,9
96,1uxc,,9,,9,,9
97,1mrt,,1,,9,9,9
97,1mhu,,1,,9,9,9
97,1mrb,,1,,9,9,9
97,1dfs,,9,,9,9,9
97,2mrt,,1,,9,9,9
97,2mhu,,1,,9,9,9
97,1dft,,9,,9,9,9
97,1ji9,,9,,9,9,9
97,2mrb,,1,,9,9,9
97,2fj5,,9,,9,9,9
97,2fj4,,9,,9,9,9
97,1m0g,,9,,9,9,9
97,1m0j,,9,,9,9,9
97,1aqs,,9,,9,9,9
97,1fmy,,9,,9,,9
97,1aqr,,9,,9,9,9
97,1aqq,,9,,9,9,9
97,1aoo,,9,,9,9,9
97,1j5l,,9,,9,9,9
97,2bbi,,9,,9,,9
97,1bbi,,9,,9,,9
97,1vfi,,9,,9,,9
97,1t2y,,9,,9,,9
97,1qjl,,2,,9,9,9
97,1dmd,,9,,9,9,9
97,1dmc,,9,,9,9,9
97,1dl0,,9,,9,,9
97,1hx2,,9,,9,,9
102,1mvz,,9,,9,,9
102,2bbi,,9,,9,,9
102,1bbi,,9,,9,,9
102,2bi6,,9,,9,,9
102,1bi6,,9,,9,,9
102,1eit,,9,,9,,9
103,1mvz,,9,,9,,9
103,2bbi,,9,,9,,9
103,1bbi,,9,,9,,9
103,2bi6,,9,,9,,9
103,1bi6,,9,,9,,9
103,1eit,,9,,9,,9
104,1mvz,,9,,9,,9
104,2bi6,,9,,9,,9
104,1bi6,,9,,9,,9
105,1mvz,,9,,9,,9
105,2bi6,,9,,9,,9
105,1bi6,,9,,9,,9
106,1mvz,,9,,9,,9
106,2bi6,,9,,9,,9
106,1bi6,,9,,9,,9
107,1mvz,,9,,9,,9
107,2bbi,,9,,9,,9
107,1bbi,,9,,9,,9
107,2bi6,,9,,9,,9
107,1bi6,,9,,9,,9
107,1eit,,9,,9,,9
108,1mvz,,9,,9,,9
108,2bi6,,9,,9,,9
108,1bi6,,9,,9,,9
109,1mvz,,9,,9,,9
109,2bbi,,9,,9,,9
109,1bbi,,9,,9,,9
109,2bi6,,9,,9,,9
109,1bi6,,9,,9,,9
109,1eit,,9,,9,,9
109,1toz,,9,,9,,9
114,2crd,,1,,0,,3
114,2a9h,,9,,0,9,9
114,1bah,,2,,9,9,9
114,1lir,,9,,9,9,9
114,2bmt,,9,,9,9,9
114,1big,,9,,9,9,9
114,1cmr,,2,,9,,9
114,1m2s,,9,,9,,9
114,1wmt,,9,,9,,9
114,1sxm,,2,,9,,9
114,1wpd,,9,,9,,9
114,1c56,,9,,9,,9
114,1c55,,9,,9,,9
114,1txm,,9,,9,,9
114,1wt7,,9,,9,,9
114,1hp2,,9,,9,,9
114,1c49,,9,,9,,9
114,2pta,,9,,9,,9
114,1mtx,,9,,9,,9
114,1v56,,9,,9,,9
114,1y2p,,9,,9,,9
114,1quz,,2,,9,,9
114,1n8m,,9,,9,,9
114,1qky,,9,,9,,9
114,1hly,,9,,9,,9
114,1agt,,9,,9,,9
114,1tsk,,9,,9,,9
114,1lgl,,9,,9,,9
114,1j5j,,9,,9,,9
114,1wz5,,9,,9,9,9
114,1sco,,9,,9,,9
114,2ktx,,9,,9,,9
114,1xsw,,9,,9,,9
114,1ktx,,9,,9,,9
114,1q2k,,9,,9,,9
114,1bkt,,9,,9,,9
114,1pjv,,9,,9,,9
114,1mm0,,9,,9,,9
114,1jlz,,9,,9,,9
115,1dtk,,2,,9,,9
115,1jc6,,9,,9,,9
115,1bf0,,9,,9,,9
115,1den,,9,,9,,9
115,1dem,,9,,9,,9
115,1adz,,9,,9,,9
115,1uub,,9,,9,,9
115,1uua,,9,,9,,9
115,1pit,,2,,9,,9
115,1oa6,,9,,9,,9
115,1oa5,,9,,9,,9
115,1shp,,2,,9,,9
115,1irh,,9,,9,,9
115,1jv9,,9,,9,,9
115,1jv8,,9,,9,,9
115,1ld5,,9,,9,,9
115,1kun,,9,,9,,9
115,1ld6,,9,,9,,9
115,2ca7,,9,,9,,9
115,1yl2,,9,,9,,9
115,1k09,,9,,9,9,9
116,1dtk,,2,,9,,9
116,1jc6,,9,,9,,9
116,1bf0,,9,,9,,9
116,1den,,9,,9,,9
116,1dem,,9,,9,,9
116,1adz,,9,,9,,9
116,1uub,,9,,9,,9
116,1uua,,9,,9,,9
116,1pit,,2,,9,,9
116,1oa6,,9,,9,,9
116,1oa5,,9,,9,,9
116,1shp,,2,,9,,9
116,1irh,,9,,9,,9
116,1jv9,,9,,9,,9
116,1jv8,,9,,9,,9
116,1ld5,,9,,9,,9
116,1kun,,9,,9,,9
116,1ld6,,9,,9,,9
116,2ca7,,9,,9,,9
116,1yl2,,9,,9,,9
116,1k09,,9,,9,9,9
117,1dtk,,2,,0,,2
117,1bf0,,9,,9,,9
117,1den,,9,,9,,9
117,1dem,,9,,9,,9
117,1jc6,,9,,9,,9
117,1shp,,2,,9,,9
117,1uua,,9,,9,,9
117,1pit,,2,,9,,9
117,1oa6,,9,,9,,9
117,1oa5,,9,,9,,9
117,1uub,,9,,9,,9
117,1kun,,9,,9,,9
117,1irh,,9,,9,,9
117,1ld5,,9,,9,,9
117,1jv9,,9,,9,,9
117,1jv8,,9,,9,,9
117,2ca7,,9,,9,,9
117,1yl2,,9,,9,,9
117,1adz,,9,,9,,9
117,1ld6,,9,,9,,9
120,2pcf,,9,,0,9,9
120,1ylb,,9,,0,9,9
120,9pcy,,9,,9,9,9
120,1tkw,,9,,9,9,9
120,1plb,,1,,9,9,9
120,1pla,,1,,9,9,9
120,1jxf,,9,,9,9,9
120,1jxd,,9,,9,9,9
120,1j5d,,9,,9,9,9
120,1j5c,,9,,9,9,9
120,1m9w,,9,,9,,9
120,2b3i,,9,,9,9,9
120,1b3i,,9,,9,9,9
120,1tu2,,9,,9,9,9
120,1nin,,9,,9,9,9
120,1fa4,,9,,9,9,9
121,2pcf,,9,,0,9,9
121,1ylb,,9,,0,9,9
121,9pcy,,9,,9,9,9
121,1tkw,,9,,9,9,9
121,1plb,,1,,9,9,9
121,1pla,,1,,9,9,9
121,1jxf,,9,,9,9,9
121,1jxd,,9,,9,9,9
121,1j5d,,9,,9,9,9
121,1j5c,,9,,9,9,9
121,1m9w,,9,,9,,9
121,2b3i,,9,,9,9,9
121,1b3i,,9,,9,9,9
121,1tu2,,9,,9,9,9
121,1nin,,9,,9,9,9
121,1fa4,,9,,9,9,9
122,2pcf,,9,,0,9,9
122,1ylb,,9,,0,9,9
122,9pcy,,9,,9,9,9
122,1tkw,,9,,9,9,9
122,1plb,,1,,9,9,9
122,1pla,,1,,9,9,9
122,1jxf,,9,,9,9,9
122,1jxd,,9,,9,9,9
122,1j5d,,9,,9,9,9
122,1j5c,,9,,9,9,9
122,1m9w,,9,,9,,9
122,2b3i,,9,,9,9,9
122,1b3i,,9,,9,9,9
122,1tu2,,9,,9,9,9
122,1nin,,9,,9,9,9
122,1fa4,,9,,9,9,9
123,1atx,,2,,0,,2
123,1ahl,,9,,9,,9
123,1apf,,9,,9,,9
123,2sh1,,9,,9,,9
123,1shi,,9,,9,,9
123,1sh1,,9,,9,,9
127,1osl,,2,,0,,9
127,1lqc,,2,,0,,9
127,1lcd,,2,,0,9,9
127,1lcc,,2,,0,9,9
127,1l1m,,2,,0,,9
127,1cjg,,2,,0,,9
127,2bjc,,2,,9,,9
127,1prv,,9,,9,,9
127,1pru,,9,,9,,9
127,1uxd,,9,,9,,9
127,1uxc,,9,,9,,9
131,1nmi,,9,,0,9,9
131,1yic,,9,,0,9,9
131,1yfc,,9,,0,9,9
131,1lms,,9,,9,9,9
131,1fhb,,9,,9,9,9
131,2giw,,9,,9,9,9
131,2frc,,9,,9,9,9
131,1ocd,,9,,9,9,9
131,1m60,,9,,9,9,9
131,1lc2,,9,,9,9,9
131,1lc1,,9,,9,9,9
131,1i5t,,9,,9,9,9
131,1giw,,9,,9,9,9
131,1fi9,,9,,9,9,9
131,1fi7,,9,,9,9,9
131,1akk,,9,,9,9,9
131,1j3s,,9,,9,9,9
131,1i6e,,9,,9,9,9
131,1i6d,,9,,9,9,9
131,1c7m,,9,,9,9,9
